,Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
367,Paul McShane,2007,Defender,21,5,12,Ireland,0,0,0,0,0,,,,,,,,36,1,30,225,68,75,100,100,60,1,33,13,2,37,1,1,0,1,0,537,25.57,0,19,16,0,38,,3,1,22,1,,,,,,,,
368,Dariusz Adamczuk,2007,Defender,0,0,0,Poland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
369,Lee Bowyer,2007,Midfielder,15,6,5,England,4,0,2,2,0,0.27,0,0,24,9,38,0,17,7,14,28,2,76,48,47,52,1,0,5,,,,0,,,2,353,23.53,0,16,13,1,16,,7,0,27,0,,,,,,,,
370,Brett Emerton,2007,Midfielder,33,12,10,Australia,1,0,0,1,1,0.03,0,0,25,8,32,0,80,6,32,130,26,74,188,143,148,24,14,18,,,,0,,,1,1035,31.36,0,60,25,2,61,,2,1,40,3,,,,,,,,
371,Mikael Forssell,2007,Forward,30,6,15,Finland,9,3,5,1,1,0.3,0,0,46,23,50,0,13,7,5,12,4,,,,,,,,,,,,,,3,490,16.33,0,3,,,,,0,0,33,9,,,,,,,,
372,Franck Queudrue,2007,Defender,16,4,8,France,0,0,0,0,0,,,,,,,,51,2,24,122,32,71,83,101,61,10,19,8,3,17,0,2,0,1,1,399,24.94,0,28,11,0,28,,3,1,17,0,,,,,,,,
373,Olof Mellberg,2007,Defender,34,14,9,Sweden,2,1,1,0,0,,,,,,,,88,4,41,282,78,83,182,163,89,9,47,12,9,46,0,0,0,0,1,1126,33.12,0,63,25,0,71,,4,1,30,1,,,,,,,,
374,Fraser Forster,2007,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
375,Chris Kirkland,2007,Goalkeeper,37,10,17,England,,,,,,,,,,,,,,,,,,,,,,,,,12,49,0,2,,,0,792,21.41,,,,,285,0,0,0,1,,100,1,14,59,46,0,66,330
376,Joseph Yobo,2007,Defender,30,16,10,Nigeria,1,0,1,0,0,,,,,,,,51,4,29,368,101,80,136,125,62,7,49,30,9,29,0,1,1,0,2,674,22.47,0,3,33,0,61,,0,0,17,0,,,,,,,,
377,Damien Duff,2007,Midfielder,16,2,11,Ireland,0,0,0,0,0,0.0,0,0,14,3,21,0,16,6,20,15,1,69,66,44,75,9,0,5,,,,0,,,0,352,22.0,0,74,18,0,8,,3,0,10,4,,,,,,,,
378,Fabrice Muamba,2007,Midfielder,37,8,19,England,2,1,1,0,0,0.05,0,0,33,10,30,0,156,6,70,84,11,76,193,223,192,17,14,19,,,,0,,,1,984,26.59,0,15,13,7,52,,5,0,62,3,,,,,,,,
379,Brad Friedel,2007,Goalkeeper,38,15,10,United States,,,,,,,,,,,,,,,,,,,,,,,,,8,48,0,2,,,0,859,22.61,,,,,277,0,0,0,0,,124,2,27,56,52,0,158,306
380,Nicky Shorey,2007,Defender,36,10,20,England,2,0,0,2,1,,,,,,,,60,6,44,168,33,75,259,113,84,29,7,10,8,61,0,0,0,1,9,1296,36.0,0,301,27,4,137,,5,0,16,0,,,,,,,,
381,Martin Cranie,2007,Defender,2,1,0,England,0,0,0,0,0,,,,,,,,5,0,0,5,1,80,5,5,3,0,0,0,0,1,0,0,0,0,0,16,8.0,0,0,0,0,1,,0,0,1,0,,,,,,,,
382,Lubomir Michalik,2007,Defender,7,0,4,Slovakia,0,0,0,0,1,,,,,,,,10,0,11,84,20,80,14,28,21,0,14,12,2,10,1,0,0,0,1,94,13.43,0,1,0,0,5,,1,0,5,0,,,,,,,,
383,Wilson Palacios,2007,Midfielder,23,7,10,Honduras,0,0,0,0,0,0.0,0,0,29,6,21,0,89,6,31,43,5,78,144,156,131,27,6,15,,,,0,,,1,616,26.78,0,25,20,5,43,,6,1,43,1,,,,,,,,
384,Cameron Jerome,2007,Forward,33,7,18,England,7,0,5,2,2,0.21,0,0,56,22,39,0,23,12,14,7,1,,,,,,,,,,,,,,1,457,13.85,0,24,,,,,3,0,38,16,,,,,,,,
385,James Sinclair,2007,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
386,Luke Freeman,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
387,Lewis Price,2007,Goalkeeper,6,0,5,Wales,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,0,,,0,151,25.17,,,,,36,0,0,0,0,,16,0,2,16,6,0,3,68
388,Gabriel Heinze,2007,Defender,0,0,0,Argentina,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
389,Stuart Taylor,2007,Goalkeeper,4,0,2,England,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,,,0,60,15.0,,,,,26,0,0,0,0,,11,1,3,0,1,0,12,39
390,Hermann Hreidarsson,2007,Defender,32,13,12,Iceland,3,1,0,2,0,,,,,,,,48,3,36,255,56,81,125,128,101,6,55,19,11,33,0,0,1,2,1,791,24.72,0,36,22,2,33,,3,1,28,2,,,,,,,,
391,Danny Welbeck,2007,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
392,Michael Timlin,2007,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
393,Paul Scharner,2007,Defender,37,9,18,Austria,4,2,1,1,1,,,,,,,,99,8,71,301,109,76,207,262,182,20,103,44,10,51,1,1,0,0,1,975,26.35,0,13,15,1,50,,6,0,61,4,,,,,,,,
394,Fernando Torres,2007,Forward,33,19,4,Spain,24,4,16,4,3,0.73,0,0,109,48,44,0,27,13,4,11,2,,,,,,,,,,,,,,4,582,17.64,0,36,,,,,5,0,43,27,,,,,,,,
395,Manuel Fernandes,2007,Midfielder,12,4,3,Portugal,0,0,0,0,1,0.0,0,0,33,11,33,0,17,9,12,5,1,82,79,44,52,15,4,7,,,,0,,,2,382,31.83,0,44,14,5,30,,0,0,5,0,,,,,,,,
396,Dimitar Berbatov,2007,Forward,36,9,14,Bulgaria,15,4,10,1,5,0.42,1,0,101,45,45,0,29,19,24,35,9,,,,,,,,,,,,,,9,1172,32.56,0,58,,,,,3,0,63,45,,,,,,,,
397,Russell Saunders,2007,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
398,Jason Brown,2007,Goalkeeper,0,0,0,Wales,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
399,Frank Lampard,2007,Midfielder,24,17,1,England,10,0,8,2,3,0.42,4,0,69,24,35,0,50,19,35,35,8,78,137,94,81,19,3,8,,,,0,,,8,1373,57.21,0,121,29,13,142,,4,0,14,2,,,,,,,,
400,Tim Krul,2007,Goalkeeper,0,0,0,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
401,Krisztián Németh,2007,Forward,0,0,0,Hungary,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
402,Robin van Persie,2007,Forward,15,10,2,Netherlands,7,1,1,5,2,0.47,2,1,54,23,43,0,11,8,10,12,2,,,,,,,,,,,,,,2,391,26.07,0,57,,,,,2,0,21,10,,,,,,,,
403,Ricardo Batista,2007,Goalkeeper,0,0,0,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
404,Kenny Miller,2007,Forward,30,1,22,Scotland,4,0,3,1,3,0.13,0,0,55,22,40,0,29,11,11,7,0,,,,,,,,,,,,,,1,682,22.73,0,46,,,,,4,0,40,37,,,,,,,,
405,James Meredith,2007,Defender,0,0,0,Australia,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
406,Jay Simpson,2007,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
407,Eric Lichaj,2007,Defender,0,0,0,United States,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
408,Keith Treacy,2007,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
409,George Boateng,2007,Midfielder,33,8,14,Netherlands,1,0,0,1,1,0.03,0,0,22,4,18,0,92,10,66,86,13,76,246,175,196,17,16,16,,,,0,,,3,1143,34.64,0,54,28,5,110,,9,0,65,1,,,,,,,,
410,Nyron Nosworthy,2007,Defender,29,9,16,Jamaica,0,0,0,0,0,,,,,,,,84,0,70,336,96,86,176,151,94,10,37,27,6,37,0,0,0,0,1,797,27.48,0,2,0,0,75,,3,0,36,0,,,,,,,,
411,Lee Peltier,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
412,Paul Stalteri,2007,Defender,16,6,8,Canada,0,0,0,0,0,,,,,,,,53,1,11,109,26,64,86,79,52,7,6,7,4,20,0,0,0,0,1,626,39.13,0,42,19,0,31,,3,0,14,0,,,,,,,,
413,Ashley Young,2007,Defender,37,16,9,England,9,0,8,1,2,,,,,,,,61,20,33,46,6,75,176,213,242,56,8,12,6,48,0,0,0,1,14,772,20.86,0,342,27,7,40,,6,0,34,8,,,,,,,,
414,Andreas Isaksson,2007,Goalkeeper,5,2,2,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,0,,,0,112,22.4,,,,,19,0,0,0,0,,12,0,2,7,3,0,34,39
415,Florent Malouda,2007,Midfielder,21,12,2,France,2,0,0,2,1,0.1,0,0,29,10,34,0,26,8,12,19,4,88,82,83,120,24,5,11,,,,0,,,0,665,31.67,0,77,29,3,20,,2,0,23,8,,,,,,,,
416,Marc Wilson,2007,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
417,George McCartney,2007,Defender,38,13,15,Northern Ireland,1,0,1,0,0,,,,,,,,91,7,45,220,74,78,175,180,139,18,27,21,7,47,1,0,1,1,4,1247,32.82,0,126,26,1,95,,4,0,32,1,,,,,,,,
418,Nigel Reo-Coker,2007,Midfielder,36,16,9,England,0,0,0,0,0,0.0,0,0,13,4,31,0,178,3,57,60,11,80,258,255,200,20,6,9,,,,0,,,3,998,27.72,0,20,15,6,56,,9,1,78,4,,,,,,,,
419,Sun Jihai,2007,Defender,14,6,6,China,0,0,0,0,0,,,,,,,,32,0,15,50,9,66,58,49,42,2,8,5,1,20,1,0,0,0,0,422,30.14,0,15,27,1,23,,2,0,17,0,,,,,,,,
420,Javier Mascherano,2007,Defender,25,13,3,Argentina,1,0,1,0,0,,,,,,,,165,6,60,64,17,76,177,235,128,21,13,15,8,18,0,0,0,0,1,1344,53.76,0,20,20,1,192,,5,1,40,0,,,,,,,,
421,John Terry,2007,Defender,23,14,3,England,1,1,0,0,2,,,,,,,,28,1,30,219,74,93,122,94,53,1,46,24,12,13,0,0,0,2,1,988,42.96,0,1,100,0,83,,6,0,19,0,,,,,,,,
422,Gérald Cid,2007,Defender,7,1,5,France,0,0,0,0,0,,,,,,,,10,0,11,98,32,60,24,29,18,0,12,6,2,9,1,0,0,0,0,128,18.29,0,2,0,0,17,,0,0,6,0,,,,,,,,
423,Ched Evans,2007,Forward,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
424,James Milner,2007,Midfielder,29,7,15,England,2,0,1,1,1,0.07,0,0,44,10,23,0,54,20,31,41,3,85,141,138,192,37,13,40,,,,0,,,2,654,22.55,0,204,18,2,36,,3,0,36,11,,,,,,,,
425,Andy van der Meijde,2007,Midfielder,0,0,0,Netherlands,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
426,Dirk Kuyt,2007,Midfielder,32,19,3,Netherlands,3,0,2,1,2,0.09,2,0,69,15,22,0,59,17,38,21,4,76,149,124,205,18,29,36,,,,0,,,4,937,29.28,0,74,22,11,28,,2,0,36,19,,,,,,,,
427,Shane Long,2007,Forward,29,6,18,Ireland,3,0,2,0,1,0.1,0,0,13,6,46,0,19,2,4,5,1,,,,,,,,,,,,,,2,208,7.17,0,17,,,,,4,0,36,6,,,,,,,,
428,Arnau Riera,2007,Midfielder,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
429,David Gray,2007,Defender,0,0,0,Scotland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
430,Didier Zokora,2007,Midfielder,28,7,11,Cote D'Ivoire,0,0,0,0,0,0.0,0,0,8,1,13,0,73,4,48,103,31,78,225,161,107,22,15,18,,,,1,,,0,1200,42.86,0,19,11,1,128,,6,0,26,1,,,,,,,,
431,Laurent Robert,2007,Midfielder,4,0,3,France,0,0,0,0,0,0.0,0,0,1,1,100,0,3,0,1,4,2,100,12,7,11,0,1,1,,,,0,,,0,50,12.5,0,15,20,0,2,,1,0,3,0,,,,,,,,
432,Lee Cook,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
433,Stewart Downing,2007,Midfielder,38,10,16,England,9,0,2,7,4,0.24,2,1,84,30,36,0,42,26,35,64,9,90,188,126,134,41,7,20,,,,1,,,6,1118,29.42,0,392,26,5,101,,3,0,13,14,,,,,,,,
434,Martin Skrtel,2007,Defender,14,9,1,Slovakia,0,0,0,0,0,,,,,,,,33,1,27,171,61,82,74,65,33,3,17,13,7,10,0,1,0,0,0,489,34.93,0,0,0,0,69,,1,0,12,0,,,,,,,,
435,Jack Hobbs,2007,Defender,2,1,1,England,0,0,0,0,0,,,,,,,,3,0,1,26,8,100,5,4,4,0,1,2,0,3,0,0,0,0,0,54,27.0,0,0,0,0,8,,0,0,1,0,,,,,,,,
436,Johan Djourou,2007,Defender,15,5,8,Switzerland,0,0,0,0,0,,,,,,,,33,1,15,114,34,76,60,64,43,2,17,16,3,23,0,1,0,1,0,322,21.47,0,2,0,0,21,,0,0,9,1,,,,,,,,
437,Michael Kay,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
438,Mohamed Sissoko,2007,Midfielder,9,6,1,Mali,1,0,1,0,0,0.11,0,0,9,2,22,0,34,1,7,41,15,65,51,69,62,6,18,11,,,,0,,,0,267,29.67,0,2,0,1,12,,2,0,18,0,,,,,,,,
439,Claude Makelele,2007,Midfielder,18,10,3,France,0,0,0,0,0,0.0,0,0,3,0,0,0,42,2,22,50,10,83,128,82,60,13,3,8,,,,0,,,0,795,44.17,0,11,36,3,51,,1,0,15,0,,,,,,,,
440,Abou Diaby,2007,Midfielder,15,11,1,France,1,0,1,0,1,0.07,0,0,15,2,13,0,29,4,4,17,6,72,48,86,78,39,8,2,,,,0,,,1,402,26.8,0,3,0,0,15,,0,1,19,0,,,,,,,,
441,Paul Gallagher,2007,Midfielder,0,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
442,Michael Woods,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
443,Nolberto Solano,2007,Midfielder,24,9,8,Peru,4,0,3,0,2,0.17,0,2,29,9,31,0,30,7,21,26,2,80,91,49,60,7,0,2,,,,0,,,1,642,26.75,0,144,25,6,34,,3,0,18,2,,,,,,,,
444,Kieron Dyer,2007,Midfielder,2,1,0,England,0,0,0,0,0,0.0,0,0,2,1,50,0,5,0,2,1,0,100,5,7,10,1,0,0,,,,0,,,0,33,16.5,0,2,0,1,3,,0,0,3,2,,,,,,,,
445,Danijel Subotic,2007,Forward,0,0,0,Switzerland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
446,Aaron Hughes,2007,Defender,30,7,13,Northern Ireland,0,0,0,0,0,,,,,,,,52,1,40,386,122,62,118,119,69,2,46,43,7,44,1,0,0,0,0,640,21.33,0,2,50,0,70,,0,0,11,0,,,,,,,,
447,Rafael Schmitz,2007,Defender,15,3,9,Brazil,0,0,0,0,0,,,,,,,,39,3,16,160,46,90,37,69,36,1,17,9,0,22,0,0,0,0,1,256,17.07,0,11,36,0,24,,2,0,19,0,,,,,,,,
448,Graeme Owens,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
449,Antoine Sibierski,2007,Forward,30,8,13,France,4,0,4,0,0,0.13,1,0,39,15,38,0,14,11,7,8,2,,,,,,,,,,,,,,0,297,9.9,0,7,,,,,1,0,31,19,,,,,,,,
450,Grétar Steinsson,2007,Defender,16,4,7,Iceland,0,0,0,0,1,,,,,,,,46,5,23,133,35,76,95,91,50,5,22,10,7,18,0,0,1,0,1,376,23.5,0,35,23,1,20,,2,0,16,2,,,,,,,,
451,Jason Roberts,2007,Forward,26,8,8,Grenada,3,0,2,1,0,0.12,0,0,32,21,66,0,11,6,3,4,0,,,,,,,,,,,,,,5,253,9.73,0,18,,,,,2,0,25,19,,,,,,,,
452,Anthony Gardner,2007,Defender,4,1,3,England,1,1,0,0,0,,,,,,,,10,0,1,48,21,80,20,31,11,2,11,4,1,5,0,0,0,0,0,123,30.75,0,1,0,0,12,,1,0,6,0,,,,,,,,
453,André Ooijer,2007,Defender,27,11,5,Netherlands,0,0,0,0,0,,,,,,,,55,1,45,267,88,84,131,100,89,8,32,21,3,25,0,0,0,2,0,708,26.22,0,23,13,2,63,,2,0,30,0,,,,,,,,
454,Leon Andreasen,2007,Midfielder,13,5,5,Denmark,0,0,0,0,0,0.0,0,0,13,3,23,0,26,4,14,37,9,77,41,49,63,4,2,5,,,,0,,,0,326,25.08,0,13,8,1,15,,2,1,26,1,,,,,,,,
455,Niko Kranjcar,2007,Midfielder,34,15,12,Croatia,4,0,3,0,1,0.12,0,2,99,31,31,0,69,30,27,33,4,80,182,176,206,51,14,17,,,,0,,,2,1218,35.82,0,124,21,11,92,,2,0,36,2,,,,,,,,
456,Freddie Sears,2007,Forward,7,2,3,England,1,1,0,0,1,0.14,0,0,7,4,57,0,3,0,3,0,0,,,,,,,,,,,,,,0,37,5.29,0,7,,,,,0,0,3,1,,,,,,,,
457,Shefki Kuqi,2007,Forward,10,1,5,Finland,0,0,0,0,0,0.0,0,0,8,2,25,0,9,1,2,6,3,,,,,,,,,,,,,,1,107,10.7,0,2,,,,,0,0,14,1,,,,,,,,
458,Denny Landzaat,2007,Midfielder,19,5,10,Netherlands,3,0,3,0,0,0.16,1,0,17,4,24,0,28,6,26,20,1,71,116,44,65,1,3,4,,,,0,,,0,658,34.63,0,20,35,1,43,,2,0,30,0,,,,,,,,
459,Andreas Granqvist,2007,Defender,14,3,9,Sweden,0,0,0,0,0,,,,,,,,30,1,28,150,38,87,78,56,35,0,12,10,2,24,0,0,0,1,0,324,23.14,0,6,17,0,29,,1,0,17,1,,,,,,,,
460,John Halls,2007,Defender,1,0,1,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,4.0,0,0,0,0,1,,0,0,1,0,,,,,,,,
461,Jason Koumas,2007,Midfielder,30,7,14,Wales,1,0,1,0,2,0.03,1,0,55,16,29,0,50,13,23,16,2,82,132,113,121,37,3,3,,,,0,,,4,652,21.73,0,193,28,4,86,,1,1,20,1,,,,,,,,
462,Salomon Olembé,2007,Midfielder,8,3,4,Cameroon,0,0,0,0,0,0.0,0,0,2,0,0,0,7,0,3,6,1,86,7,12,14,1,2,0,,,,0,,,0,54,6.75,0,6,0,0,4,,0,0,2,0,,,,,,,,
463,Nedum Onuoha,2007,Defender,16,6,5,England,1,1,0,0,0,,,,,,,,47,1,19,131,31,81,99,88,64,11,17,20,5,13,0,0,0,0,1,488,30.5,0,4,25,1,28,,0,0,6,0,,,,,,,,
464,Vincent van den Berg,2007,Midfielder,0,0,0,Netherlands,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
465,Alan Hutton,2007,Defender,14,4,4,Scotland,0,0,0,0,0,,,,,,,,31,4,29,84,24,68,98,105,58,23,10,7,4,20,0,0,0,0,1,569,40.64,0,56,20,0,28,,1,0,9,1,,,,,,,,
466,Georgios Samaras,2007,Forward,5,3,1,Greece,0,0,0,0,0,0.0,0,0,5,2,40,0,2,0,0,3,0,,,,,,,,,,,,,,0,86,17.2,0,0,,,,,0,0,7,2,,,,,,,,
467,Dean Whitehead,2007,Midfielder,27,10,14,England,1,0,1,0,0,0.04,0,0,15,4,27,0,85,6,65,129,36,64,205,137,108,4,18,11,,,,0,,,2,1180,43.7,0,73,26,1,69,,8,0,44,1,,,,,,,,
468,Dean Leacock,2007,Defender,26,1,19,England,0,0,0,0,0,,,,,,,,80,1,51,227,49,61,102,116,52,7,21,8,1,48,1,0,0,0,2,621,23.88,0,16,25,0,46,,3,0,28,0,,,,,,,,
469,Abdoulaye Diagne-Faye,2007,Defender,23,6,14,Senegal,1,0,1,0,1,,,,,,,,47,1,36,217,87,87,166,121,77,1,53,22,3,31,0,0,0,1,0,564,24.52,0,3,33,1,29,,5,0,38,3,,,,,,,,
470,Jack Cork,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
471,Yossi Benayoun,2007,Midfielder,30,17,3,Israel,4,1,1,2,0,0.13,0,0,37,10,27,0,26,11,28,24,7,88,90,72,106,26,8,14,,,,0,,,2,615,20.5,0,31,26,5,11,,0,0,12,5,,,,,,,,
472,Tony Stokes,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
473,Valeri Emilov Bozhinov,2007,Forward,3,3,0,Bulgaria,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,13,4.33,0,1,,,,,0,0,0,3,,,,,,,,
474,Fraizer Campbell,2007,Forward,1,0,1,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,4,4.0,0,0,,,,,0,0,1,0,,,,,,,,
475,Lucien Aubey,2007,Defender,3,1,2,France,0,0,0,0,0,,,,,,,,0,0,0,10,2,0,11,1,5,0,0,0,0,2,0,0,0,0,0,66,22.0,0,0,0,0,3,,0,0,1,0,,,,,,,,
476,Philip Ifil,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
477,David Connolly,2007,Forward,3,0,2,Ireland,0,0,0,0,0,0.0,0,0,3,0,0,0,3,2,1,0,0,,,,,,,,,,,,,,0,39,13.0,0,1,,,,,0,0,0,0,,,,,,,,
478,Mikel Alonso,2007,Midfielder,7,1,5,Spain,0,0,0,0,1,0.0,0,0,5,3,60,0,15,0,5,5,0,73,37,20,22,0,1,0,,,,0,,,0,147,21.0,0,9,22,0,14,,0,0,7,0,,,,,,,,
479,Jussi Jääskeläinen,2007,Goalkeeper,28,6,15,Finland,,,,,,,,,,,,,,,,,,,,,,,,,8,42,1,1,,,1,637,22.75,,,,,212,0,1,0,1,,76,0,17,25,30,0,57,230
480,Adrian Leijer,2007,Defender,0,0,0,Australia,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
481,Mikel Arteta,2007,Midfielder,28,15,7,Spain,1,0,1,0,0,0.04,0,0,39,15,38,0,70,10,40,25,4,80,192,211,209,39,17,21,,,,0,,,5,998,35.64,0,306,27,5,53,,2,1,53,1,,,,,,,,
482,Sulley Muntari,2007,Midfielder,29,12,9,Ghana,4,0,1,3,3,0.14,1,0,78,17,22,0,112,24,40,46,10,78,176,184,179,32,10,15,,,,0,,,3,1041,35.9,0,98,22,3,83,,4,2,50,4,,,,,,,,
483,Aaron Brown,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
