,Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
719,Darren Bent,2007,Forward,27,8,10,England,6,4,2,0,2,0.22,0,0,41,17,41,0,7,6,1,5,2,,,,,,,,,,,,,,3,238,8.81,0,7,,,,,0,0,18,12,,,,,,,,
720,Godwin Antwi,2007,Defender,0,0,0,Ghana,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
721,Benjani,2007,Forward,36,14,13,Zimbabwe,15,2,10,2,2,0.42,0,0,80,39,49,0,50,16,12,39,7,,,,,,,,,,,,,,1,711,19.75,0,36,,,,,1,0,74,51,,,,,,,,
722,Filippo Mancini,2007,Defender,0,0,0,Italy,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
723,Richard Eckersley,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
724,Jack Rodwell,2007,Midfielder,2,2,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,,,0,2,1.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
725,Gary Mackay-Steven,2007,Midfielder,0,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
726,Kolo Touré,2007,Defender,30,19,3,Cote D'Ivoire,2,1,1,0,1,,,,,,,,63,14,31,312,105,75,218,144,103,20,42,44,8,26,0,1,0,0,2,1223,40.77,0,18,28,1,88,,3,0,12,2,,,,,,,,
727,Martin Hansen,2007,Goalkeeper,0,0,0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
728,Harry Worley,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
729,Stuart Parnaby,2007,Defender,13,4,4,England,0,0,0,0,0,,,,,,,,18,1,6,41,2,78,27,27,14,2,3,2,0,10,0,0,0,0,0,198,15.23,0,14,29,1,15,,2,0,4,0,,,,,,,,
730,Fredrik Ljungberg,2007,Midfielder,25,8,12,Sweden,2,0,2,0,0,0.08,0,0,24,10,42,0,36,7,21,16,1,67,92,111,121,21,8,10,,,,0,,,3,491,19.64,0,86,31,2,6,,3,0,23,7,,,,,,,,
731,Stiliyan Petrov,2007,Midfielder,28,14,6,Bulgaria,1,0,0,1,0,0.04,0,0,25,6,24,0,59,6,47,68,18,81,124,141,95,23,19,12,,,,0,,,0,725,25.89,0,17,47,3,48,,3,0,17,1,,,,,,,,
732,Alan Kearney,2007,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
733,Abu Ogogo,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
734,Jimmy Walker,2007,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
735,David Rozehnal,2007,Defender,21,7,8,Czech Republic,0,0,0,0,0,,,,,,,,35,0,25,172,36,77,120,70,51,0,19,16,4,26,0,1,0,1,0,543,25.86,0,9,0,0,37,,0,0,11,0,,,,,,,,
736,Craig Cathcart,2007,Defender,0,0,0,Northern Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
737,Roque Santa Cruz,2007,Forward,37,15,10,Paraguay,19,8,7,4,2,0.51,0,0,86,41,48,0,41,9,24,40,13,,,,,,,,,,,,,,5,1097,29.65,0,15,,,,,3,0,39,13,,,,,,,,
738,Thomas Gravesen,2007,Midfielder,8,4,2,Denmark,0,0,0,0,0,0.0,0,0,8,2,25,0,3,4,1,9,2,100,19,4,15,0,0,2,,,,0,,,1,91,11.38,0,7,43,1,11,,1,0,2,0,,,,,,,,
739,James Simmonds,2007,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
740,Christopher Samba,2007,Defender,33,14,8,Congo,2,1,1,0,1,,,,,,,,99,4,79,449,121,74,178,238,117,21,74,25,4,43,0,0,0,0,0,948,28.73,0,2,0,0,69,,10,1,46,1,,,,,,,,
741,Peter Crouch,2007,Forward,21,9,2,England,5,1,4,0,2,0.24,0,0,37,18,49,0,3,1,4,6,3,,,,,,,,,,,,,,1,383,18.24,0,7,,,,,0,0,23,6,,,,,,,,
742,Matthew Cassidy,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
743,Micah Richards,2007,Defender,25,11,7,England,0,0,0,0,0,,,,,,,,54,1,26,298,94,74,83,130,66,2,49,29,8,30,0,0,1,1,0,676,27.04,0,1,0,0,46,,4,0,20,0,,,,,,,,
744,Scott Golbourne,2007,Defender,1,0,1,England,0,0,0,0,0,,,,,,,,1,0,1,2,1,100,0,1,4,0,0,0,0,2,0,0,0,1,0,28,28.0,0,0,0,0,2,,0,0,0,0,,,,,,,,
745,Carlos Bocanegra,2007,Defender,22,3,10,United States,1,1,0,0,0,,,,,,,,34,0,27,256,60,82,79,80,51,0,28,16,1,32,0,0,1,0,0,397,18.05,0,5,0,1,38,,5,0,23,0,,,,,,,,
746,Jay McEveley,2007,Defender,29,1,23,Scotland,2,0,2,0,0,,,,,,,,91,9,35,197,42,74,155,153,91,19,30,12,1,49,0,2,1,0,0,759,26.17,0,58,9,1,51,,6,0,23,2,,,,,,,,
747,Mamadi Keita,2007,Midfielder,0,0,0,Germany,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
748,Charles Itandje,2007,Goalkeeper,0,0,0,Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
749,Lukasz Fabianski,2007,Goalkeeper,3,3,0,Poland,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,,,0,54,18.0,,,,,17,0,0,0,0,,7,0,4,2,4,0,19,20
750,Richard Duffy,2007,Defender,0,0,0,Wales,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
751,Louis Saha,2007,Forward,17,14,2,France,5,1,2,2,0,0.29,2,0,22,9,41,0,8,3,3,4,3,,,,,,,,,,,,,,0,229,13.47,0,5,,,,,0,0,17,7,,,,,,,,
752,Jermaine Jenas,2007,Midfielder,29,8,9,England,4,0,4,0,0,0.14,0,0,36,11,31,0,91,5,58,49,6,69,184,155,134,21,9,10,,,,0,,,6,1407,48.52,0,126,28,5,131,,3,0,42,4,,,,,,,,
753,Simon Church,2007,Forward,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
754,Matt Mills,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
755,Jake Richardson,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
756,Steven Pienaar,2007,Midfielder,28,14,10,South Africa,2,0,2,0,0,0.07,0,0,12,3,25,0,63,3,30,27,4,90,162,139,151,20,4,7,,,,0,,,5,820,29.29,0,86,17,3,25,,6,0,43,4,,,,,,,,
757,Alexander Kacaniklic,2007,Midfielder,0,0,0,Sweden,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
758,Nemanja Vidic,2007,Defender,32,23,4,Serbia,1,1,0,0,1,,,,,,,,72,4,40,544,203,76,210,230,80,2,118,24,17,13,0,1,1,2,1,1328,41.5,0,3,0,0,178,,5,0,37,1,,,,,,,,
759,Marek Matejovsky,2007,Midfielder,14,4,9,Czech Republic,1,0,1,0,0,0.07,0,0,15,4,27,0,44,4,19,11,0,68,85,61,80,9,2,5,,,,0,,,0,380,27.14,0,17,35,7,29,,2,1,34,0,,,,,,,,
760,David Wheater,2007,Defender,34,9,13,England,3,2,1,0,2,,,,,,,,83,8,49,453,132,75,116,175,115,1,73,40,7,45,0,0,0,0,0,596,17.53,0,1,0,0,53,,8,0,60,2,,,,,,,,
