,Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
578,Luis Antonio Valencia,2018,Defender,6,3,2,Ecuador,0,0,0,0,0,,,,,,,,8,0,5,6,1,75,32,18,14,3,3,3,2,5,0,0,0,0,0,271,45.17,0,9,56,0,11,,2,0,7,0,,,,,,,,
579,Lewis Dunk,2018,Defender,36,9,19,England,2,2,0,0,0,,,,,,,,42,2,46,193,118,62,207,175,114,0,120,63,7,55,0,2,2,1,1,1490,41.39,1,2,0,2,162,,5,1,22,0,,,,,,,,
580,Thakgalo Leshabela,2018,Midfielder,0,0,0,South Africa,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
581,Davy Propper,2018,Midfielder,30,7,16,Netherlands,1,0,1,0,1,0.03,0,0,15,2,13,1,50,2,53,33,12,56,192,134,139,30,37,26,,,,0,,,1,1213,40.43,2,16,13,2,74,,2,0,33,1,,,,,,,,
582,Oriol Romeu,2018,Midfielder,31,9,14,Spain,1,0,0,1,0,0.03,0,0,10,4,40,1,81,6,52,36,14,57,186,161,149,17,46,39,,,,0,,,0,1103,35.58,2,3,33,1,55,,11,0,46,0,,,,,,,,
583,Sergio Aguero,2018,Forward,33,28,3,Argentina,21,2,10,8,8,0.64,2,0,118,43,36,10,17,31,9,3,0,,,,,,,,,,,,,,8,771,23.36,6,13,,,,,3,0,21,26,,,,,,,,
584,Kepa Arrizabalaga,2018,Goalkeeper,36,20,8,Spain,,,,,,,,,,,,,,,,,,,,,,,,,14,39,0,0,,,0,1003,27.86,,,,,188,0,2,0,0,,82,1,10,11,7,9,156,256
585,Ethan Ebanks-Landell,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
586,Stuart Armstrong,2018,Midfielder,29,6,14,Scotland,3,0,3,0,0,0.1,0,0,32,12,38,3,28,12,12,11,4,71,80,85,108,19,17,22,,,,0,,,2,615,21.21,1,24,17,0,21,,2,0,20,3,,,,,,,,
587,Maya Yoshida,2018,Defender,17,6,7,Japan,0,0,0,0,0,,,,,,,,16,4,42,100,44,75,92,59,42,2,35,29,3,29,0,1,0,0,1,556,32.71,2,0,0,0,40,,0,0,4,2,,,,,,,,
588,Brendan Galloway,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
589,Artur Boruc,2018,Goalkeeper,12,4,5,Poland,,,,,,,,,,,,,,,,,,,,,,,,,4,18,0,0,,,0,286,23.83,,,,,69,0,2,0,0,,41,0,4,3,2,4,62,112
590,Japhet Tanganga,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
591,Johann Gudmundsson,2018,Midfielder,29,8,16,Iceland,3,1,0,2,2,0.1,0,0,33,9,27,0,26,11,33,31,9,42,118,94,113,16,32,33,,,,0,,,6,491,16.93,3,119,31,1,17,,2,0,10,2,,,,,,,,
592,Adrien Silva,2018,Midfielder,2,1,1,Portugal,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,1,1,100,5,5,7,1,0,2,,,,0,,,0,79,39.5,0,0,0,0,7,,0,0,0,0,,,,,,,,
593,Gary Cahill,2018,Defender,2,1,0,England,0,0,0,0,0,,,,,,,,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,9.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
594,Jason Puncheon,2018,Midfielder,11,3,6,England,0,0,0,0,0,0.0,0,0,6,0,0,1,8,3,4,8,2,63,23,21,38,5,6,6,,,,0,,,0,212,19.27,2,9,22,1,12,,1,0,12,1,,,,,,,,
595,Sam Hughes,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
596,Dan Burn,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
597,Luke Dreher,2018,Midfielder,1,1,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,,,0,3,3.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
598,Christian Benteke,2018,Forward,16,6,8,Belgium,1,1,0,0,2,0.06,0,0,26,8,31,6,5,5,0,14,11,,,,,,,,,,,,,,1,241,15.06,3,1,,,,,1,0,18,10,,,,,,,,
599,Patrick Roberts,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
600,Connor Goldson,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
601,Antonio Rudiger,2018,Defender,33,18,8,Germany,1,1,0,0,1,,,,,,,,34,7,32,95,58,47,206,134,121,4,83,75,11,35,0,0,0,1,0,2537,76.88,2,1,0,8,149,,7,0,28,1,,,,,,,,
602,Josh Onomah,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
603,Daley Blind,2018,Defender,0,0,0,Netherlands,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
604,Laurent Koscielny,2018,Defender,17,8,7,France,3,1,1,0,0,,,,,,,,19,0,30,70,45,58,80,59,46,1,25,28,3,23,0,0,0,0,0,891,52.41,0,0,0,0,59,,1,0,9,0,,,,,,,,
605,Ben Chilwell,2018,Defender,36,15,14,England,0,0,0,0,0,,,,,,,,55,3,38,129,81,53,185,258,214,50,111,72,10,43,0,0,1,1,4,1684,46.78,2,132,17,3,42,,4,0,32,2,,,,,,,,
606,Martin Samuelsen,2018,Midfielder,0,0,0,Norway,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
607,Harry Kane,2018,Forward,28,17,10,England,17,2,12,3,2,0.61,4,0,102,46,45,11,9,24,1,14,12,,,,,,,,,,,,,,4,551,19.68,7,12,,,,,5,0,31,10,,,,,,,,
608,Asmir Begovic,2018,Goalkeeper,24,8,13,Bosnia And Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,5,47,0,5,,,0,530,22.08,,,,,137,0,0,0,0,,60,0,4,19,5,8,128,192
609,Matteo Darmian,2018,Defender,6,2,2,Italy,0,0,0,0,0,,,,,,,,14,0,7,19,6,57,24,22,17,1,3,3,1,8,0,0,0,0,0,175,29.17,0,3,33,0,8,,0,0,3,1,,,,,,,,
610,Lucas Torreira,2018,Midfielder,34,18,9,Uruguay,2,0,2,0,1,0.06,0,0,25,6,24,0,65,6,41,31,12,60,220,175,131,13,21,26,,,,0,,,2,1590,46.76,3,28,29,2,60,,7,1,38,0,,,,,,,,
611,Jake Flannigan,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
612,Youri Tielemans,2018,Midfielder,13,6,5,Belgium,3,1,1,1,0,0.23,0,0,31,12,39,0,17,7,5,11,6,47,75,54,52,12,12,9,,,,0,,,4,641,49.31,6,16,13,11,44,,2,0,10,0,,,,,,,,
613,Adam Smith,2018,Defender,25,11,11,England,1,0,1,0,0,,,,,,,,46,2,31,57,33,70,106,137,107,20,28,31,7,32,0,1,1,0,1,872,34.88,0,22,18,0,22,,5,1,18,0,,,,,,,,
614,Jon Flanagan,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
615,Soufyan Ahannach,2018,Midfielder,0,0,0,Netherlands,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
616,Jared Thompson,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
617,Dion Henry,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
618,Jacob Murphy,2018,Midfielder,9,0,7,England,0,0,0,0,0,0.0,0,0,2,1,50,0,6,0,1,6,0,33,15,13,17,3,4,3,,,,0,,,1,44,4.89,1,16,19,1,4,,0,0,4,1,,,,,,,,
619,Daniel Armstrong,2018,Midfielder,0,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
620,Winston Reid,2018,Defender,0,0,0,New Zealand,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
621,Dele Alli,2018,Midfielder,25,14,10,England,5,4,1,0,0,0.2,0,0,39,19,49,4,33,7,19,17,9,58,124,102,116,29,20,20,,,,0,,,3,1028,41.12,6,10,20,18,26,,4,0,23,3,,,,,,,,
622,Vicente Guaita,2018,Goalkeeper,20,10,6,Spain,,,,,,,,,,,,,,,,,,,,,,,,,7,23,0,0,,,0,499,24.95,,,,,125,0,2,0,1,,64,0,14,11,7,3,90,191
623,Harrison Reed,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
624,Tomas Kalas,2018,Defender,0,0,0,Czech Republic,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
625,Jan Vertonghen,2018,Defender,22,13,8,Belgium,1,1,0,0,0,,,,,,,,38,5,32,72,36,61,139,108,53,9,51,27,5,23,0,0,0,1,0,1531,69.59,0,28,18,0,69,,3,1,10,1,,,,,,,,
626,Heurelho Gomes,2018,Goalkeeper,0,0,0,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
627,Bernardo Silva,2018,Midfielder,36,30,4,Portugal,7,1,0,6,0,0.19,0,0,62,22,35,8,52,26,25,24,7,75,164,136,182,49,11,27,,,,0,,,7,1706,47.39,10,70,17,10,72,,3,0,31,2,,,,,,,,
628,Taiwo Awoniyi,2018,Forward,0,0,0,Nigeria,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
629,Aleix Garcia,2018,Midfielder,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
630,Orestis Karnezis,2018,Goalkeeper,0,0,0,Greece,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
631,Ben Foster,2018,Goalkeeper,38,14,16,England,,,,,,,,,,,,,,,,,,,,,,,,,7,59,0,2,,,0,1151,30.29,,,,,365,0,1,0,2,,127,1,10,25,8,32,98,308
632,Willy Boly,2018,Defender,36,14,13,France,4,3,0,0,0,,,,,,,,85,4,72,172,108,61,213,248,131,13,136,64,7,41,0,0,1,0,0,1715,47.64,3,0,0,2,85,,2,1,29,3,,,,,,,,
633,Grady Diangana,2018,Midfielder,17,7,8,England,0,0,0,0,0,0.0,0,0,10,3,30,0,20,3,1,4,2,45,38,58,69,21,7,20,,,,0,,,1,244,14.35,3,14,29,0,4,,0,0,4,1,,,,,,,,
634,Mateo Kovacic,2018,Midfielder,32,18,6,Croatia,0,0,0,0,1,0.0,0,0,28,4,14,2,45,15,8,18,10,64,122,130,104,42,10,9,,,,0,,,2,1468,45.88,1,8,13,8,28,,3,0,19,0,,,,,,,,
635,Tudor Baluta,2018,Defender,0,0,0,Romania,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
636,Jerome Sinclair,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
637,Gonzalo Higuain,2018,Forward,14,6,4,Argentina,5,0,5,0,2,0.36,0,0,46,15,33,5,10,19,1,5,3,,,,,,,,,,,,,,0,316,22.57,2,2,,,,,0,0,6,11,,,,,,,,
638,Ales Mateju,2018,Defender,0,0,0,Czech Republic,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
639,Benny Ashley-Seal,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
640,Glenn Murray,2018,Forward,38,9,20,England,13,2,10,1,1,0.34,4,0,54,21,39,6,17,10,2,16,9,,,,,,,,,,,,,,1,606,15.95,2,8,,,,,5,0,80,38,,,,,,,,
641,Matty James,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
642,Sam Johnstone,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
643,Dean Marney,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
644,Ola Aina,2018,Defender,0,0,0,Nigeria,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
645,Kevin De Bruyne,2018,Midfielder,19,16,3,Belgium,2,0,1,1,0,0.11,0,0,31,12,39,0,22,9,3,2,1,68,61,62,56,19,6,11,,,,0,,,2,725,38.16,11,91,23,10,45,,2,0,10,1,,,,,,,,
646,Alex Oxlade-Chamberlain,2018,Midfielder,2,2,0,England,0,0,0,0,0,0.0,0,0,1,1,100,1,1,0,1,0,0,100,1,3,0,1,0,0,,,,0,,,0,13,6.5,0,0,0,0,0,,0,0,0,0,,,,,,,,
647,Jairo Riedewald,2018,Midfielder,0,0,0,Netherlands,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
648,Daniel Bachmann,2018,Goalkeeper,0,0,0,Austria,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
649,Jordan Ayew,2018,Forward,20,8,8,Ghana,1,0,0,1,0,0.05,0,0,27,3,11,1,38,10,7,5,2,,,,,,,,,,,,,,2,265,13.25,1,15,,,,,3,0,31,9,,,,,,,,
650,Sofiane Boufal,2018,Midfielder,0,0,0,Morocco,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
651,Will Norris,2018,Goalkeeper,1,1,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
652,Joe Powell,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
653,Percy Tau,2018,Forward,0,0,0,South Africa,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
654,Robbie Brady,2018,Midfielder,16,3,11,Ireland,0,0,0,0,0,0.0,0,0,12,2,17,1,15,4,7,15,5,47,45,37,47,7,11,8,,,,0,,,1,223,13.94,2,53,21,1,9,,3,1,12,0,,,,,,,,
655,Javier Manquillo,2018,Defender,18,6,7,Spain,0,0,0,0,0,,,,,,,,27,0,17,48,18,70,59,59,54,5,19,20,3,15,0,0,0,0,3,352,19.56,1,28,11,1,13,,2,0,13,1,,,,,,,,
656,Demeaco Duhaney,2018,Defender,1,1,0,England,0,0,0,0,0,,,,,,,,1,0,1,1,0,0,2,3,5,0,0,1,0,0,0,0,0,0,0,19,19.0,0,2,0,0,1,,0,0,0,0,,,,,,,,
657,Curtis Jones,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
658,Jack Wilshere,2018,Midfielder,8,3,4,England,0,0,0,0,0,0.0,0,0,2,1,50,0,7,0,7,0,0,57,27,37,19,15,3,0,,,,0,,,1,217,27.13,1,2,0,1,15,,2,0,7,0,,,,,,,,
659,Tyrone Mings,2018,Defender,5,1,4,England,0,0,0,0,0,,,,,,,,4,0,6,8,5,75,9,10,5,2,3,3,0,4,0,0,1,0,0,87,17.4,0,1,100,0,2,,0,0,0,0,,,,,,,,
660,Marc Navarro,2018,Defender,2,1,1,Spain,0,0,0,0,0,,,,,,,,4,0,0,2,0,50,4,5,4,1,0,2,0,2,0,0,0,0,0,23,11.5,0,5,20,0,1,,0,0,1,0,,,,,,,,
661,Declan Rice,2018,Midfielder,34,14,13,England,2,1,1,0,1,0.06,0,0,22,5,23,2,98,4,52,54,22,61,287,185,136,26,55,42,,,,0,,,0,1518,44.65,1,3,0,2,98,,4,0,17,1,,,,,,,,
662,Stephen Ward,2018,Defender,3,0,2,Ireland,0,0,0,0,0,,,,,,,,4,0,4,12,7,50,15,13,6,2,4,1,1,6,0,0,0,0,0,113,37.67,0,8,0,0,2,,1,0,2,0,,,,,,,,
663,Etienne Capoue,2018,Midfielder,33,13,14,France,1,0,1,0,0,0.03,0,0,18,4,22,1,90,4,86,91,51,62,255,243,180,32,66,49,,,,0,,,3,1749,53.0,2,5,20,5,115,,14,1,47,0,,,,,,,,
664,Wayne Hennessey,2018,Goalkeeper,18,4,11,Wales,,,,,,,,,,,,,,,,,,,,,,,,,5,26,0,1,,,0,450,25.0,,,,,117,0,0,0,0,,44,1,11,12,6,5,66,143
665,Marcus Barnes,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
666,Lucas Moura,2018,Midfielder,32,19,12,Brazil,10,1,8,1,1,0.31,0,0,45,20,44,11,34,6,24,24,20,53,94,161,182,45,34,58,,,,0,,,0,723,22.59,1,19,5,5,12,,3,0,25,14,,,,,,,,
667,Xande Silva,2018,Forward,1,0,1,Portugal,0,0,0,0,0,0.0,0,0,2,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,0,4,4.0,0,0,,,,,0,0,0,0,,,,,,,,
668,Charlie Austin,2018,Forward,25,4,13,England,2,1,1,0,0,0.08,0,0,32,9,28,5,13,11,2,13,10,,,,,,,,,,,,,,2,197,7.88,1,0,,,,,1,0,14,9,,,,,,,,
669,Kurt Zouma,2018,"Name
Kurt Zouma    Defender
Kurt Zouma    Defender
Name: Position, dtype: object",32,12,14,"Name
Kurt Zouma    France
Kurt Zouma    France
Name: Nationality, dtype: object",2,2,0,0,1,,,,,,,,32,4,54,120,63,66,158,152,92,7,98,52,10,38,0,1,0,0,2,1442,45.06,0,2,0,0,102,,3,1,20,2,,,,,,,,
670,George McEachran,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
671,Dominic Solanke,2018,"Name
Dominic Solanke    Forward
Dominic Solanke    Forward
Name: Position, dtype: object",10,2,5,"Name
Dominic Solanke    England
Dominic Solanke    England
Name: Nationality, dtype: object",0,0,0,0,0,0.0,0,0,11,3,27,1,8,4,2,9,4,,,,,,,,,,,,,,1,99,9.9,0,1,,,,,0,0,2,1,,,,,,,,
672,Charlie Taylor,2018,Defender,38,11,20,England,0,0,0,0,0,,,,,,,,54,1,40,83,47,48,205,213,152,41,72,61,7,64,0,0,2,1,1,1175,30.92,2,119,18,0,83,,2,0,15,1,,,,,,,,
673,Steve Sidwell,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
674,Reece Oxford,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
675,Ben Davies,2018,Defender,27,15,11,Wales,0,0,0,0,0,,,,,,,,56,7,23,62,36,54,92,118,91,4,45,37,6,26,0,0,0,0,0,1085,40.19,4,43,21,0,32,,2,0,18,0,,,,,,,,
676,Andy Carroll,2018,Forward,12,5,5,England,0,0,0,0,1,0.0,0,0,14,6,43,4,4,1,1,8,7,,,,,,,,,,,,,,0,136,11.33,0,1,,,,,2,0,11,3,,,,,,,,
677,Dusan Tadic,2018,Midfielder,0,0,0,Serbia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
678,Chris Smalling,2018,Defender,24,11,8,England,1,0,0,1,0,,,,,,,,30,2,26,106,57,57,81,140,85,1,102,57,4,36,1,0,0,0,0,954,39.75,0,0,0,1,50,,1,0,22,2,,,,,,,,
679,Nicolas Otamendi,2018,Defender,18,17,1,Argentina,0,0,0,0,0,,,,,,,,24,1,29,55,23,58,70,70,35,2,41,25,9,7,0,1,0,0,0,1245,69.17,0,1,0,0,47,,1,0,8,0,,,,,,,,
680,Niall Ennis,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
681,Dan Gosling,2018,Midfielder,25,9,11,England,2,0,2,0,1,0.08,0,0,21,7,33,2,58,5,20,45,22,41,131,127,119,12,34,38,,,,1,,,1,970,38.8,2,6,17,3,48,,8,0,29,2,,,,,,,,
682,Harry Burgoyne,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
683,Jamie Cumming,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
684,Jamie Bowden,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
685,Layton Ndukwu,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
686,Bright Enobakhare,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
687,Davide Zappacosta,2018,Defender,4,3,0,Italy,0,0,0,0,0,,,,,,,,0,0,3,4,1,0,4,6,8,2,3,2,1,0,0,0,0,0,0,75,18.75,0,1,0,0,2,,0,0,2,0,,,,,,,,
688,Jason Eyenga Lokilo,2018,Midfielder,0,0,0,The Democratic Republic Of Congo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
689,Sam Byram,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
690,Virgil van Dijk,2018,Defender,38,30,1,Netherlands,4,3,0,1,4,,,,,,,,38,8,40,199,112,74,193,244,78,9,181,63,20,22,0,1,1,0,2,3037,79.92,3,0,0,0,203,,1,0,12,1,,,,,,,,
691,Jason Denayer,2018,Defender,0,0,0,Belgium,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
692,Jurgen Locadia,2018,Forward,26,5,15,Netherlands,2,0,1,1,0,0.08,0,0,28,10,36,3,15,7,9,9,4,,,,,,,,,,,,,,0,331,12.73,1,12,,,,,1,0,22,11,,,,,,,,
693,Philippe Sandler,2018,Defender,0,0,0,Netherlands,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
