,Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
113,Andrew Surman,2018,Midfielder,18,6,11,England,0,0,0,0,1,0.0,0,0,9,1,11,0,11,1,10,32,22,55,90,39,37,3,19,14,,,,0,,,0,838,46.56,1,1,100,2,49,,2,0,7,0,,,,,,,,
114,Jamie Sterry,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
115,Carl Ikeme,2018,Goalkeeper,0,0,0,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
116,Ezequiel Schelotto,2018,Defender,0,0,0,Italy,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
117,Andre Carrillo,2018,Midfielder,0,0,0,Peru,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
118,Connor Wickham,2018,Forward,6,2,3,England,0,0,0,0,0,0.0,0,0,5,1,20,0,0,1,0,2,2,,,,,,,,,,,,,,1,11,1.83,0,1,,,,,0,0,3,0,,,,,,,,
119,Sebastian Prodl,2018,Defender,1,1,0,Austria,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0,0,0,,0,0,1,0,,,,,,,,
120,Joao Mario,2018,Midfielder,0,0,0,Portugal,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
121,Sam Baldock,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
122,Dwight McNeil,2018,Midfielder,21,8,9,England,3,0,0,3,1,0.14,0,0,27,6,22,1,36,9,13,32,14,,,,,,,,,,,,,,5,453,21.57,5,117,,,,,2,0,15,1,,,,,,,,
123,Michael Hector,2018,Defender,0,0,0,Jamaica,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
124,Jose Holebas,2018,Defender,28,10,11,Greece,3,0,1,2,1,,,,,,,,68,6,21,79,46,59,137,165,146,22,62,41,5,39,0,0,1,0,6,833,29.75,8,209,20,0,44,,12,1,34,2,,,,,,,,
125,Ivan Cavaleiro,2018,Forward,23,10,9,Portugal,3,0,3,0,2,0.13,0,0,13,4,31,1,5,2,4,4,3,,,,,,,,,,,,,,1,294,12.78,2,54,,,,,1,0,13,6,,,,,,,,
126,Kyle Scott,2018,Midfielder,0,0,0,United States,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
127,Petr Cech,2018,Goalkeeper,7,5,2,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,0,,,0,224,32.0,,,,,38,0,0,0,0,,28,0,2,6,2,3,46,53
128,Nikola Tavares,2018,Defender,0,0,0,Croatia,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
129,Maximilian Kilman,2018,Defender,1,1,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
130,Manuel Lanzini,2018,Midfielder,10,5,5,Argentina,1,1,0,0,0,0.1,0,0,11,4,36,0,12,5,9,7,1,58,48,35,45,13,3,11,,,,0,,,1,452,45.2,2,16,13,4,9,,2,0,5,0,,,,,,,,
131,Romain Saiss,2018,Midfielder,19,9,6,Morocco,2,1,1,0,0,0.11,0,0,11,5,45,0,39,1,26,58,30,67,82,109,76,5,60,28,,,,0,,,0,737,38.79,2,9,22,0,61,,7,0,27,0,,,,,,,,
132,Nikola Vlasic,2018,Forward,0,0,0,Croatia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
133,Tommie Hoban,2018,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
134,Mesut Ozil,2018,Midfielder,24,12,6,Germany,5,0,0,5,1,0.21,0,0,11,6,55,1,12,3,4,4,2,42,82,60,85,21,5,13,,,,0,,,2,1118,46.58,3,42,43,7,29,,2,0,10,10,,,,,,,,
135,Kasper Schmeichel,2018,Goalkeeper,38,15,16,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,10,48,0,1,,,0,1118,29.42,,,,,351,0,3,0,0,,90,0,15,8,8,7,127,310
136,Arthur Masuaku,2018,Defender,23,11,8,The Democratic Republic Of Congo,0,0,0,0,0,,,,,,,,57,1,36,56,33,44,146,119,102,36,21,21,4,29,0,0,0,0,1,880,38.26,0,37,11,1,51,,2,0,16,0,,,,,,,,
137,Nathan Trott,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
138,Marc Pugh,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
139,Josh Pask,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
140,Nathan Broadhead,2018,Midfielder,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
141,Danny Simpson,2018,Defender,6,3,1,England,0,0,0,0,0,,,,,,,,11,0,6,15,7,27,14,19,12,0,8,6,1,4,0,0,0,0,0,110,18.33,0,1,0,0,7,,0,0,2,0,,,,,,,,
142,Didier Ndong,2018,Midfielder,0,0,0,Gabon,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
143,Steve Cook,2018,Defender,31,12,15,England,1,1,0,0,0,,,,,,,,36,5,50,198,97,53,144,189,101,5,126,75,8,56,1,0,1,0,1,1501,48.42,2,11,27,0,104,,3,0,18,1,,,,,,,,
144,Max Sanders,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
145,Benik Afobe,2018,Forward,0,0,0,The Democratic Republic Of Congo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
146,Sheyi Ojo,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
147,Emerson,2018,Defender,10,5,3,Italy,0,0,0,0,0,,,,,,,,14,2,8,8,3,64,28,35,34,10,5,9,2,11,0,0,0,0,0,436,43.6,1,28,11,2,6,,0,0,8,0,,,,,,,,
148,Ryan Inniss,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
149,Federico Fernandez,2018,Defender,19,5,8,Argentina,0,0,0,0,0,,,,,,,,16,1,25,102,55,75,78,60,54,0,38,31,3,24,0,0,0,0,1,611,32.16,1,5,40,0,73,,2,0,12,1,,,,,,,,
150,Connor Barrett,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
151,Helder Costa,2018,Forward,25,9,10,Portugal,1,0,0,1,0,0.04,0,0,25,7,28,3,18,9,9,5,3,,,,,,,,,,,,,,2,442,17.68,3,50,,,,,3,0,20,6,,,,,,,,
152,Prince Oniangue,2018,Midfielder,0,0,0,Congo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
153,Demarai Gray,2018,Midfielder,34,14,14,England,4,0,3,1,1,0.12,0,0,47,19,40,5,25,13,9,13,2,48,99,93,125,42,11,35,,,,0,,,1,657,19.32,0,52,8,8,19,,2,0,14,3,,,,,,,,
154,Yannick Bolasie,2018,Forward,0,0,0,The Democratic Republic Of Congo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
155,Yan Valery,2018,Defender,23,8,8,France,2,0,1,1,0,,,,,,,,42,1,22,57,19,86,76,114,138,24,42,54,3,29,0,1,0,0,1,399,17.35,0,55,13,0,14,,3,1,27,2,,,,,,,,
156,Shaun Hobson,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
157,Tiemoue Bakayoko,2018,Midfielder,0,0,0,France,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
158,Douglas Luiz,2018,Midfielder,0,0,0,Brazil,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
159,Angus Gunn,2018,Goalkeeper,12,4,4,England,,,,,,,,,,,,,,,,,,,,,,,,,3,18,0,3,,,0,289,24.08,,,,,74,0,0,0,0,,33,1,3,3,2,6,17,91
160,Rui Patricio,2018,Goalkeeper,37,15,13,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,7,46,0,1,,,0,759,20.51,,,,,254,0,0,0,0,,97,0,8,12,8,2,103,284
161,Aaron Ramsey,2018,Midfielder,28,16,6,Wales,4,0,1,3,0,0.14,0,0,33,13,39,2,34,11,9,3,1,53,89,79,96,12,13,21,,,,0,,,6,773,27.61,2,15,33,5,26,,0,0,21,4,,,,,,,,
162,Damien Delaney,2018,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
163,Liam Rosenior,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
164,Fabian Balbuena,2018,Defender,23,9,10,Paraguay,1,0,1,0,1,,,,,,,,40,3,53,172,82,50,102,114,106,1,70,62,5,32,0,0,1,0,0,832,36.17,0,1,0,1,51,,2,0,19,0,,,,,,,,
165,Carlos Sanchez,2018,Midfielder,7,3,3,Colombia,0,0,0,0,0,0.0,0,0,3,0,0,0,4,3,1,5,1,75,13,9,12,3,1,0,,,,1,,,0,143,20.43,0,0,0,1,13,,0,0,3,0,,,,,,,,
166,Sam Woods,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
167,Claudio Bravo,2018,Goalkeeper,0,0,0,Chile,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
168,Connor Ronan,2018,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
169,James Ward-Prowse,2018,Midfielder,26,6,11,England,7,0,6,1,1,0.27,1,2,31,16,52,1,36,12,27,53,30,47,112,72,119,5,21,47,,,,0,,,0,720,27.69,4,145,28,0,25,,4,0,22,3,,,,,,,,
170,Ethan Ampadu,2018,Defender,0,0,0,Wales,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
171,Islam Slimani,2018,"Name
Islam Slimani    Forward
Islam Slimani    Forward
Name: Position, dtype: object",0,0,0,"Name
Islam Slimani    Algeria
Islam Slimani    Algeria
Name: Nationality, dtype: object",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
172,Theo Walcott,2018,Forward,37,14,14,England,5,0,4,1,0,0.14,0,0,43,21,49,9,27,9,22,6,3,,,,,,,,,,,,,,2,576,15.57,3,53,,,,,1,0,10,19,,,,,,,,
173,Leander Dendoncker,2018,Midfielder,19,10,5,Belgium,2,0,1,1,2,0.11,0,0,17,10,59,7,53,1,22,29,18,49,92,132,102,12,56,53,,,,0,,,0,607,31.95,1,7,14,0,15,,1,0,11,1,,,,,,,,
174,Eduardo,2018,Goalkeeper,0,0,0,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
175,Ainsley Maitland-Niles,2018,Midfielder,16,7,8,England,1,0,1,0,0,0.06,0,0,5,3,60,0,33,1,19,11,9,67,59,70,65,19,6,12,,,,0,,,1,451,28.19,1,18,6,0,14,,1,1,8,1,,,,,,,,
176,Des Hutchinson,2018,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
177,Leighton Baines,2018,Defender,6,2,1,England,0,0,0,0,0,,,,,,,,8,1,2,7,2,75,15,11,9,0,2,3,0,6,0,0,0,0,0,191,31.83,0,18,33,0,7,,0,0,2,1,,,,,,,,
178,George Thomas,2018,Forward,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
179,Fabian Delph,2018,Midfielder,11,8,3,England,0,0,0,0,0,0.0,0,0,4,3,75,0,23,0,13,17,5,61,54,47,33,8,9,14,,,,0,,,1,693,63.0,1,8,38,0,25,,1,1,6,0,,,,,,,,
180,Mousa Dembele,2018,Midfielder,10,7,3,Belgium,0,0,0,0,0,0.0,0,0,1,0,0,0,13,0,7,5,3,69,44,29,29,7,6,7,,,,0,,,0,308,30.8,0,0,0,0,4,,1,0,12,0,,,,,,,,
181,Mamadou Sakho,2018,Defender,27,8,13,France,0,0,0,0,0,,,,,,,,25,0,41,132,82,64,192,96,56,9,51,37,9,35,0,0,0,0,0,1321,48.93,0,0,0,0,59,,2,0,5,0,,,,,,,,
182,Mario Pasalic,2018,Midfielder,0,0,0,Croatia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
183,Marcin Bulka,2018,Goalkeeper,0,0,0,Poland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
184,Rolando Aarons,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
185,Wilfred Ndidi,2018,Midfielder,38,15,16,Nigeria,2,0,1,1,2,0.05,0,0,55,9,16,3,143,12,83,80,41,69,324,328,251,35,131,106,,,,0,,,0,1984,52.21,2,12,0,6,90,,8,0,46,2,,,,,,,,
186,Ahmed Musa,2018,Forward,0,0,0,Nigeria,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
187,Jordan Graham,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
188,Emre Can,2018,Midfielder,0,0,0,Germany,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
189,Viktor Gyokeres,2018,Forward,0,0,0,Sweden,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
190,Pedro Chirivella,2018,Midfielder,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
191,Brahim Diaz,2018,Forward,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
192,Herbie Kane,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
193,Robert Snodgrass,2018,Midfielder,33,12,14,Scotland,2,0,0,2,0,0.06,0,0,30,7,23,2,44,14,11,18,8,61,133,151,176,33,25,35,,,,0,,,5,969,29.36,5,170,34,9,25,,10,0,36,3,,,,,,,,
194,Markus Suttner,2018,Defender,0,0,0,Austria,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
195,Phil Jagielka,2018,Defender,7,4,1,England,1,0,1,0,0,,,,,,,,7,0,2,13,6,71,14,24,20,0,14,15,2,2,0,0,0,0,0,192,27.43,0,0,0,0,11,,0,1,2,0,,,,,,,,
196,Kelland Watts,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
197,Joe Williams,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
198,Joel Robles,2018,Goalkeeper,0,0,0,Spain,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
199,Matt Targett,2018,Defender,16,5,7,England,1,1,0,0,1,,,,,,,,27,5,27,31,10,70,56,55,49,1,17,22,0,25,0,0,0,0,3,443,27.69,4,77,30,2,22,,2,0,6,1,,,,,,,,
200,Marc Guehi,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
201,Hector Bellerin,2018,Defender,19,11,4,Spain,0,0,0,0,0,,,,,,,,15,8,20,33,20,80,79,57,69,15,21,24,3,21,1,0,0,0,5,785,41.32,4,39,23,6,25,,3,0,16,1,,,,,,,,
202,Aaron Lennon,2018,Midfielder,16,3,10,England,1,0,0,1,0,0.06,0,0,4,2,50,1,26,1,10,12,2,62,45,50,53,7,2,12,,,,0,,,1,277,17.31,0,24,13,1,4,,1,0,12,0,,,,,,,,
203,Kortney Hause,2018,Defender,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
204,Oleksandr Zinchenko,2018,Defender,14,14,0,Ukraine,0,0,0,0,0,0.0,0,0,7,1,14,0,34,4,20,16,9,,,,,,,,,,,,,,3,1184,84.57,3,39,,,,,1,0,15,1,,,,,,,,
205,Nathan Redmond,2018,Midfielder,38,9,17,England,6,0,5,0,4,0.16,0,0,74,22,30,6,45,27,20,21,8,49,171,190,274,92,25,64,,,,0,,,4,1125,29.61,7,75,28,6,48,,3,0,29,15,,,,,,,,
206,Gabriel Jesus,2018,Forward,29,24,3,Brazil,7,2,3,2,1,0.24,1,0,43,25,58,18,10,6,3,3,2,,,,,,,,,,,,,,3,357,12.31,4,4,,,,,1,0,12,13,,,,,,,,
207,Mohamed Salah,2018,Forward,38,30,1,Egypt,22,0,4,18,2,0.58,3,0,137,64,47,16,21,33,5,4,1,,,,,,,,,,,,,,8,1079,28.39,16,57,,,,,1,0,25,27,,,,,,,,
208,Lewis Baker,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
209,Domingos Quina,2018,"Name
Domingos Quina    Midfielder
Domingos Quina    Midfielder
Name: Position, dtype: object",8,3,2,"Name
Domingos Quina    Portugal
Domingos Quina    Portugal
Name: Nationality, dtype: object",1,0,1,0,0,0.13,0,0,5,1,20,0,9,0,3,1,0,,,,,,,,,,,,,,0,227,28.38,0,2,,,,,0,0,7,0,,,,,,,,
210,Tom Davies,2018,Midfielder,16,8,6,England,0,0,0,0,0,0.0,0,0,7,2,29,0,27,4,16,9,4,63,67,64,65,12,8,18,,,,0,,,0,506,31.63,1,6,0,1,30,,3,0,21,1,,,,,,,,
211,Xherdan Shaqiri,2018,Forward,24,18,1,Switzerland,6,0,1,5,1,0.25,0,0,26,10,38,3,14,7,6,6,3,,,,,,,,,,,,,,3,639,26.63,3,47,,,,,2,0,9,2,,,,,,,,
212,Paulo Gazzaniga,2018,Goalkeeper,3,2,1,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,,,0,95,31.67,,,,,18,0,0,0,0,,11,0,2,2,1,1,13,26
213,Trent Alexander-Arnold,2018,Defender,29,25,1,England,1,0,1,0,3,,,,,,,,61,8,35,62,22,64,169,91,96,14,9,23,12,14,0,0,0,1,12,1697,58.52,11,201,29,3,117,,3,0,14,4,,,,,,,,
214,Kieran O'Hara,2018,Goalkeeper,0,0,0,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
215,Fabinho,2018,Midfielder,28,22,1,Brazil,1,1,0,0,0,0.04,0,0,17,4,24,1,59,7,28,26,11,53,120,153,126,10,56,40,,,,0,,,2,1610,57.5,2,10,30,2,72,,6,0,29,0,,,,,,,,
216,Ryan Giles,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
217,Roberto Firmino,2018,Forward,34,26,1,Brazil,12,3,5,3,1,0.35,1,0,75,34,45,9,29,18,6,15,13,,,,,,,,,,,,,,6,1279,37.62,8,9,,,,,0,0,38,7,,,,,,,,
218,Patrice Evra,2018,Defender,0,0,0,France,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
219,Oumar Niasse,2018,Forward,18,5,11,Senegal,0,0,0,0,1,0.0,0,0,20,7,35,5,12,7,2,7,5,,,,,,,,,,,,,,0,189,10.5,1,5,,,,,0,0,11,10,,,,,,,,
220,Adalberto Penaranda,2018,Forward,0,0,0,Venezuela,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
221,Mihai-Alexandru Dobre,2018,Midfielder,0,0,0,Romania,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
222,Wesley Hoedt,2018,Defender,13,1,7,Netherlands,0,0,0,0,0,,,,,,,,28,0,23,76,37,43,81,81,54,5,33,24,4,24,2,0,2,0,0,621,47.77,0,2,0,0,57,,2,0,15,0,,,,,,,,
223,David Button,2018,Goalkeeper,4,1,2,England,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,0,,,0,99,24.75,,,,,27,0,0,0,0,,14,0,2,2,1,1,9,34
224,Anthony Martial,2018,Forward,27,13,9,France,10,0,8,2,0,0.37,1,0,39,23,59,5,9,9,3,8,3,,,,,,,,,,,,,,2,707,26.19,3,34,,,,,2,0,14,6,,,,,,,,
225,Joe Tupper,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
226,Loris Karius,2018,Goalkeeper,0,0,0,Germany,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
227,Martin Montoya,2018,Defender,25,5,15,Spain,0,0,0,0,1,,,,,,,,58,3,48,63,24,60,98,108,98,12,24,27,3,41,0,0,0,0,1,858,34.32,1,36,44,1,38,,4,0,29,0,,,,,,,,
228,Shilow Tracey,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
